score,label
0.02210025,0
0.021677295,0
0.017642075,0
0.022302818,0
0.01598023,0
0.02062555,0
0.017281622,0
0.89387983,2
0.019648671,0
0.015395034,0
0.016770773,0
0.8843155,2
0.44683108,0
0.020119905,0
0.019673558,0
0.9097089,2
0.019058216,0
0.043559346,0
0.021887975,0
0.062048536,0
0.05887978,0
0.047095545,0
0.01929394,0
0.03650752,0
0.021283003,0
0.018447882,0
0.033716284,0
0.02211001,0
0.019650653,0
0.07070446,0
0.32538033,1
0.018095942,0
0.021806393,0
0.018497365,0
0.36461106,2
0.018583624,0
0.45657918,2
0.09633521,2
0.017377904,0
0.025203988,0
0.4103882,0
0.86906177,2
0.016222047,0
0.12262991,0
0.016873304,0
0.048838902,0
0.021820556,0
0.032757,0
0.022979237,0
0.022862826,0
0.83836895,2
0.03739059,0
0.019991186,0
0.2117827,3
0.026804516,1
0.7370794,2
0.018949108,0
0.91014105,2
0.018045548,0
0.03512756,0
0.019660085,0
0.8568865,2
0.027638141,0
0.030284273,0
0.016205069,0
0.9273702,2
0.016402617,0
0.032682095,0
0.19687894,0
0.03601798,2
0.045369484,0
0.3685173,3
0.01749756,0
0.015957842,0
0.016412543,0
0.37434703,2
0.8943091,2
0.9041259,2
0.23070207,0
0.020399688,0
0.028861526,0
0.01909453,0
0.016962355,0
0.022116851,0
0.015765097,0
0.8981416,2
0.027344909,0
0.6669622,0
0.015762154,0
0.026150504,0
0.8923589,2
0.015393349,0
0.56466585,2
0.030372288,0
0.023119548,0
0.022296641,0
0.016933598,0
0.6810665,2
0.018310925,0
0.90101004,2
0.03654255,0
0.023908263,2
0.8981662,2
0.01902664,0
0.026506286,0
0.022463612,0
0.019658368,1
0.04162856,0
0.027029295,0
0.84799623,2
0.064565726,0
0.01946439,0
0.015528915,0
0.5399088,2
0.028027246,0
0.7861674,0
0.023930155,0
0.4404429,2
0.019031715,0
0.9217442,2
0.07252806,0
0.016518677,0
0.018798973,3
0.017284034,1
0.41671818,3
0.023845049,0
0.019064432,0
0.02110499,1
0.017652161,0
0.81817377,2
0.80371284,2
0.018599994,0
0.017922286,0
0.019482454,0
0.017359745,0
0.017506013,0
0.020158926,0
0.032968286,3
0.017932924,0
0.017369622,1
0.017392067,0
0.015042191,0
0.048542317,0
0.8754912,2
0.01683275,0
0.52633584,2
0.018401243,0
0.096886575,1
0.8581381,2
0.050837994,0
0.078128465,3
0.022701655,0
0.11007255,0
0.11021929,1
0.018846532,0
0.066752784,0
0.02677527,0
0.016536742,0
0.032765914,0
0.028814422,0
0.02182055,0
0.021226786,0
0.0221963,0
0.015564772,1
0.37744188,0
0.025433978,0
0.017075896,0
0.88472027,2
0.017113935,0
0.021075033,0
0.22538215,3
0.44662726,0
0.019029483,0
0.08386767,1
0.8927874,2
0.81815517,2
0.019012012,0
0.018091414,0
0.6795665,2
0.043091364,1
0.04604387,0
0.03187136,0
0.045617096,2
0.02529874,0
0.046813842,0
0.8417911,2
0.017173005,0
0.015704226,0
0.017756432,0
0.15272123,0
0.02635386,1
0.021351539,0
0.06028794,0
0.019182289,0
0.024367118,0
0.26449263,0
0.019918889,0
0.04833857,3
0.07125759,0
0.8630539,2
0.018609473,0
0.8721138,2
0.01997871,0
0.027316118,0
0.016003612,0
0.017720621,0
0.10499391,0
0.018231792,0
0.02531713,2
0.016659984,0
0.018992096,0
0.019842772,0
0.01632466,0
0.8872708,2
0.019478388,0
0.01715798,0
0.017671717,0
0.019843554,0
0.88933104,2
0.018794928,0
0.017487211,0
0.018878492,0
0.017996054,0
0.44457623,3
0.019995175,0
0.0709209,0
0.017541662,3
0.01711965,0
0.026269311,0
0.016800528,0
0.016085824,0
0.018972114,0
0.05805063,0
0.015847236,0
0.8790494,0
0.018155368,0
0.08052372,3
0.018741002,0
0.032685224,1
0.17301072,0
0.085629016,0
0.017980164,0
0.92434627,2
0.014499435,0
0.03425714,0
0.016684327,0
0.019401133,0
0.015191747,0
0.0805692,0
0.3948718,2
0.01952488,0
0.91297084,2
0.02318067,0
0.023472952,0
0.9128324,2
0.8737351,2
0.028144978,2
0.9272558,2
0.019857494,1
0.019824037,0
0.0153999785,0
0.018242704,0
0.01929587,0
0.2381911,3
0.03985149,0
0.017294398,0
0.018376663,0
0.018810151,0
0.0961028,0
0.03026474,0
0.91160625,2
0.9044103,2
0.18340667,2
0.025002697,0
0.9203662,2
0.84661615,2
0.08855187,0
0.6630063,3
0.042073313,3
0.076753855,0
0.51551646,3
0.09191948,3
0.0889347,3
0.025306445,3
0.020427722,0
0.027239965,0
0.02182905,0
0.1584789,3
0.9020651,2
0.7366462,2
0.29413143,0
0.018332858,1
0.036747452,3
0.018457117,1
0.29306608,3
0.07389851,1
0.05389482,0
0.5084415,2
0.8889572,2
0.6421515,2
0.018755378,1
0.015481392,0
0.5518215,3
0.10844728,1
0.40112254,2
0.076044045,0
0.8596423,0
0.3041824,3
0.89927644,2
0.87556237,2
0.028678255,3
0.5681822,2
0.18623081,2
0.020271609,0
0.87204546,0
0.34285018,3
0.52826107,2
0.03493677,0
0.06732784,3
0.036113102,0
0.03262944,0
0.90123296,2
0.04704052,0
0.018319018,0
0.02145707,0
0.019749956,0
0.306026,2
0.04258907,1
0.13794021,0
0.9231377,2
0.9064608,2
0.22759189,0
0.18199956,3
0.65606874,2
0.8841483,2
0.025137607,0
0.4272651,1
0.18007846,2
0.0334287,1
0.026918462,3
0.018443981,3
0.04086079,3
0.89238364,2
0.04907802,3
0.2986633,3
0.044646587,2
0.10672031,0
0.91374606,2
0.021274172,3
0.35669765,3
0.043299038,3
0.055299442,0
0.018929046,0
0.10486874,0
0.027051248,0
0.055518545,1
0.19848996,0
0.101722874,3
0.3414852,1
0.02132219,0
0.8781119,2
0.056634646,2
0.024912972,1
0.8190574,2
0.016789645,1
0.06506118,0
0.044739578,0
0.91276324,2
0.8866069,2
0.8973859,2
0.016856037,0
0.04623175,0
0.33394834,3
0.02234264,0
0.018821267,3
0.8799184,2
0.2602936,0
0.021092944,3
0.021371152,3
0.024407119,1
0.036376078,0
0.018818157,1
0.046324316,0
0.17757438,2
0.8800861,2
0.8719003,2
0.02655661,1
0.026242599,0
0.034530662,3
0.052432124,1
0.01965041,3
0.022946766,0
0.061991844,0
0.73243296,3
0.018107243,0
0.89369756,2
0.04460383,0
0.04889848,1
0.05385905,3
0.017726999,0
0.44478202,2
0.3229108,2
0.7658184,2
0.7481327,2
0.06683593,0
0.14754602,3
0.27334762,0
0.8728635,2
0.045279644,3
0.7126698,2
0.03489235,0
0.8134526,3
0.019168891,1
0.11631142,3
0.041536625,0
0.06735706,0
0.08446322,3
0.110794604,3
0.028988313,1
0.078586094,0
0.025480429,0
0.07530424,2
0.5083356,2
0.034502693,3
0.88759303,2
0.018476913,3
0.03419033,3
0.020246383,3
0.6974674,0
0.88168967,3
0.04091826,0
0.14165944,0
0.05985115,3
0.07169034,0
0.91145176,2
0.91944665,2
0.025032902,0
0.046032365,3
0.07624869,1
0.606449,2
0.017580554,3
0.020885274,3
0.021459367,1
0.0816458,3
0.9098089,2
0.031993445,3
0.062189974,0
0.9049725,2
0.053950556,2
0.022255788,0
0.8019263,2
0.75203323,2
0.045548677,1
0.03241561,3
0.18428038,0
0.02539036,3
0.04970198,3
0.030732717,3
0.022479344,3
0.020319346,0
0.11286641,1
0.9103395,2
0.9076205,2
0.4798991,2
0.054020073,0
0.09273275,0
0.043828838,0
0.038941883,0
0.03807636,0
0.022667173,1
0.29618523,2
0.82004505,2
0.68828654,2
0.024935698,0
0.6891774,2
0.023672128,1
0.06427358,0
0.9002541,2
0.03294912,0
0.030213106,0
0.622572,2
0.7359678,2
0.025500208,0
0.019885626,1
0.18208186,0
0.04396747,0
0.016960448,1
0.017766021,0
0.89462894,2
0.027619697,2
0.0211119,0
0.6229012,2
0.4933679,2
0.095794566,1
0.01918353,1
0.8536713,2
0.042321693,0
0.020767018,3
0.31594762,0
0.8626748,0
0.06702038,3
0.7425425,2
0.03302133,0
0.06501821,0
0.020210387,1
0.1206337,0
0.28081602,0
0.18716864,1
0.08351035,0
0.5859557,2
0.33769223,3
0.031339265,0
0.029013336,0
0.028335597,0
0.020327216,1
0.05457263,3
0.039264027,3
0.04094042,1
0.7642629,2
0.91314715,2
0.5009473,2
0.64076465,2
0.89378935,2
0.024562828,0
0.9088143,2
0.020888027,3
0.15643017,3
0.8992159,2
0.050202698,3
0.022115212,3
0.16586207,2
0.02306325,0
0.9007261,2
0.054159123,3
0.016370285,0
0.916871,2
0.018194376,0
0.06368802,1
0.6077747,2
0.78763,2
0.90615326,2
0.018557062,0
0.04819094,0
0.028041316,1
0.20025773,2
0.25308746,3
0.036239818,0
0.90025157,2
0.05144659,0
0.13051179,2
0.36225644,3
0.48724067,3
0.079191096,0
0.025314953,1
0.019218255,0
0.87815773,2
0.047511343,0
0.037647747,3
0.43291035,3
0.036248546,3
0.058505777,3
0.120247304,3
0.018363178,0
0.030514296,3
0.92533106,2
0.89079785,2
0.15214327,0
0.20149475,1
0.1594078,2
0.32897282,3
0.01979034,1
0.2820529,2
0.30113113,2
0.03752793,3
0.031367272,3
0.6750668,2
0.019500894,1
0.8931948,2
0.03765723,3
0.07240291,0
0.4814196,0
0.016677616,0
0.018769,0
0.14721204,0
0.028239623,0
0.90945053,2
0.02892644,0
0.9001056,2
0.8909359,2
0.027202575,3
0.50587773,2
0.04101068,0
0.028232379,3
0.017665453,0
0.019935882,0
0.61661726,2
0.06437359,3
0.022945773,3
0.026602475,1
0.86635816,2
0.020418653,3
0.018874833,3
0.12187667,3
0.89315736,2
0.042071417,3
0.20024224,3
0.71040404,2
0.8809281,2
0.01778139,0
0.44816935,2
0.054138973,1
0.88577646,2
0.40612835,2
0.04325067,0
0.025593262,1
0.022172295,3
0.14780383,1
0.036965296,0
0.030775081,0
0.035272922,0
0.036711734,0
0.20274025,3
0.017118981,0
0.035901584,1
0.35808945,2
0.019584976,0
0.91524696,2
0.04116855,3
0.035235822,0
0.018373994,0
0.075268686,0
0.02693283,0
0.019157017,3
0.91443783,2
0.021304999,0
0.6843965,2
0.041773185,0
0.90891194,2
0.01608544,0
0.8628423,3
0.056732655,0
0.86970145,0
0.020607775,1
0.045242503,0
0.025023224,3
0.11833972,3
0.03997157,3
0.03486569,0
0.81276983,2
0.018618325,0
0.01671644,3
0.020842293,0
0.07805304,3
0.023560874,0
0.17796966,3
0.52504516,2
0.02958204,3
0.36353403,1
0.021268744,0
0.039657008,1
0.8915262,2
0.4953376,2
0.02299059,3
0.41258323,2
0.046687644,3
0.9029293,0
0.09323586,1
0.046711165,0
0.1405943,0
0.24233308,1
0.131114,0
0.018543469,3
0.027956396,0
0.10303727,0
0.89344376,2
0.02286236,3
0.8792344,2
0.024952212,1
0.9276494,2
0.027355237,0
0.070064776,1
0.21077162,0
0.8053047,2
0.042847622,3
0.8954989,2
0.48876223,1
0.6791853,2
0.07400594,3
0.017142564,0
